transaction_date,customer_id,region,product_category,units_sold,unit_price,revenue,high_value
2024-11-18 00:00:00,2770,East,Clothing,1,150,144.70446711231597,0
2024-07-03 00:00:00,2826,West,Beauty,13,40,530.9889493483432,0
2024-11-05 00:00:00,1200,East,Beauty,16,100,1543.696580153786,1
2023-04-16 00:00:00,2433,West,Beauty,13,40,519.8045205927011,0
2023-09-25 00:00:00,1761,north,Clothing,16,40,607.067743227351,0
2024-09-15 00:00:00,2196,,Home,5,40,180.54969628978446,0
2023-09-15 00:00:00,2752,north,Electronics,7,150,1081.5583507889667,1
2023-04-15 00:00:00,2233,north,Sports,5,60,278.874186335154,0
2024-07-29 00:00:00,1481,West,Clothing,unknown,150,2286.2570023579483,1
2023-09-20 00:00:00,1414,South,Beauty,8,150,1233.346837350615,1
2024-04-27 00:00:00,1222,,Beauty,18,20,345.7162373313252,0
2023-07-30 00:00:00,1076,,Clothing,15,20,285.0398241552193,0
2024-09-05 00:00:00,2029,,Clothng,4,100,404.5256476460777,0
2024-09-01 00:00:00,1769,South,Beauty,16,100,1609.2445305856868,1
2023-12-09 00:00:00,2176,West,Home,4,60,254.91420961244899,0
2023-07-03 00:00:00,1012,East,Clothing,9,60,516.1741954081135,0
2024-10-07 00:00:00,1992,West,Sports,1,40,58.1838397177027,0
2024-09-15 00:00:00,2461,South,Clothing,3,60,144.1122144086974,0
2024-11-17 00:00:00,1863,,Sports,7,20,137.09655819193813,0
2023-06-21 00:00:00,2512,North,Sports,18,100,1836.8656956903785,1
2023-06-06 00:00:00,2736,,Beauty,13,20,254.7221349821647,0
2023-03-03 00:00:00,1798,South,Clothng,17,100,1707.142336113486,1
2023-04-02 00:00:00,1493,,Beauty,9,60,571.032665315305,0
2024-02-28 00:00:00,1181,West,Beauty,unknown,100,1091.3099377511242,1
2024-06-06 00:00:00,2629,South,Clothng,13,40,528.9593027668375,0
2024-02-22 00:00:00,2593,East,Electronics,19,20,388.5122060361921,0
2024-10-25 00:00:00,2087,north,Clothng,8,100,784.0780976267118,1
2023-03-15 00:00:00,1899,north,Home,6,60,396.3162016871281,0
2023-10-05 00:00:00,1418,,Sports,4,40,126.5227732743829,0
2023-10-14 00:00:00,2133,,Clothing,7,20,159.0140594156933,0
invalid_date,2247,South,Beauty,2,60,136.27010225811193,0
2023-04-28 00:00:00,2423,West,Clothng,5,40,181.44356680864988,0
2024-05-03 00:00:00,2678,West,Home,3,20,55.17860370550525,0
2023-06-21 00:00:00,2168,South,Sports,18,40,759.7096101126469,1
2023-04-02 00:00:00,2134,North,Home,9,20,159.71186139747877,0
2023-10-30 00:00:00,1728,,Home,11,20,215.7929045827677,0
2023-03-10 00:00:00,2067,north,Home,11,40,466.37212339504697,0
2024-03-02 00:00:00,1406,South,Home,9,100,902.7373657549467,1
2024-12-14 00:00:00,1604,,Home,18,150,2720.3621138227454,1
2024-11-16 00:00:00,2813,South,Sports,8,100,811.2458102081317,1
2024-04-04 00:00:00,1097,South,Clothng,17,20,366.6533824646401,0
2024-04-14 00:00:00,1233,,Electronics,10,150,1514.2788936119885,1
2023-07-03 00:00:00,1053,North,Clothing,9,40,391.6705439484361,0
2024-11-29 00:00:00,2128,,Home,10,20,194.08240381703675,0
2024-01-13 00:00:00,2648,West,Beauty,13,60,805.4221047340981,1
2024-01-18 00:00:00,1953,,Beauty,18,60,1077.858326463854,1
2023-10-04 00:00:00,1542,north,Clothng,10,20,222.20129922614177,0
2023-02-28 00:00:00,1877,,Sports,9,150,1302.0607853415647,1
2023-08-25 00:00:00,2709,South,Home,14,40,544.1918922789393,0
2023-11-15 00:00:00,2354,East,Clothng,18,40,722.2936380664593,1
invalid_date,2579,South,Home,6,100,593.9757654933239,0
2024-01-26 00:00:00,1867,South,Clothing,8,60,450.20176728484097,0
2023-01-06 00:00:00,2593,north,Sports,2,100,192.48136287096906,0
2024-02-14 00:00:00,1354,West,Home,8,20,167.80275806981626,0
2023-04-18 00:00:00,1727,West,Clothing,19,20,381.64669627065945,0
2024-01-25 00:00:00,2237,north,Sports,17,100,1692.6372099124237,1
2023-07-13 00:00:00,2342,north,Beauty,18,20,373.1662451348338,0
2024-03-10 00:00:00,2408,East,Clothng,4,150,615.7285640791675,0
2024-08-01 00:00:00,2276,North,Sports,2,100,178.97820166066904,0
invalid_date,1183,,Electronics,3,100,315.66335574908703,0
2024-08-20 00:00:00,1839,West,Clothng,13,60,744.6591712280931,1
2024-07-28 00:00:00,1084,North,Clothng,8,60,523.1768922702004,0
2023-06-20 00:00:00,2782,West,Clothng,16,100,1577.3012385906768,1
2024-02-12 00:00:00,2686,,Sports,5,150,783.2752840721348,1
2023-06-08 00:00:00,2947,West,Home,14,150,2082.6538082677075,1
2023-05-16 00:00:00,1318,north,Sports,4,150,630.472774597714,0
2024-09-24 00:00:00,1972,West,Beauty,13,20,268.7914684818869,0
2023-12-28 00:00:00,2193,North,Beauty,3,60,172.26022842925715,0
2023-11-08 00:00:00,1381,,Clothing,6,150,879.3242645490038,1
2023-10-15 00:00:00,1043,North,Clothing,3,100,306.5850488799752,0
2024-09-14 00:00:00,1708,North,Electronics,13,150,1938.1194405937674,1
2023-10-18 00:00:00,1135,,Electronics,9,150,1365.6626106317633,1
2023-10-10 00:00:00,2589,north,Electronics,8,20,136.99078952467912,0
2023-02-25 00:00:00,2117,North,Sports,15,40,623.5406883088808,0
2023-06-29 00:00:00,2086,East,Beauty,1,100,132.49596756803044,0
2024-01-25 00:00:00,1624,North,Electronics,18,40,761.876558594423,1
2024-08-12 00:00:00,2784,East,Clothing,14,100,1427.9112115233388,1
2023-12-07 00:00:00,1115,,Electronics,1,150,173.591784226966,0
2023-04-19 00:00:00,2504,,Sports,8,150,1198.0868284490298,1
2023-09-03 00:00:00,2905,West,Home,13,40,501.42238212329335,0
2023-07-26 00:00:00,1561,,Electronics,8,60,465.48848143279747,0
2024-05-29 00:00:00,1301,South,Home,17,60,986.5441428391914,1
2023-12-08 00:00:00,2715,East,Clothng,4,40,197.75574925841548,0
2024-06-02 00:00:00,2317,,Electronics,10,60,615.1047592277816,0
2024-09-29 00:00:00,2602,West,Sports,6,60,387.6388591684207,0
2024-04-25 00:00:00,2201,South,Beauty,9,60,561.0677773825886,0
2024-12-26 00:00:00,1649,North,Electronics,16,40,653.7784839690439,0
2023-09-11 00:00:00,1653,,Clothing,11,40,464.35797506186947,0
2023-12-14 00:00:00,1736,West,Home,15,60,916.5124310409415,1
2023-02-06 00:00:00,1157,East,Clothng,19,60,1148.6187498757392,1
2024-03-12 00:00:00,1305,West,Clothing,4,20,103.41209443301128,0
2023-11-16 00:00:00,1360,South,Clothng,5,150,740.7838094737426,1
2023-02-02 00:00:00,2853,East,Home,unknown,20,72.67120697884101,0
2024-05-07 00:00:00,1278,north,Home,9,100,886.6697739623531,1
2024-08-13 00:00:00,2273,South,Home,16,20,280.4529459366613,0
2023-08-15 00:00:00,1623,north,Beauty,18,60,1093.2651781319403,1
2024-02-23 00:00:00,1800,West,Home,8,20,183.13521083325804,0
2023-02-10 00:00:00,2091,East,Electronics,6,40,219.1483892136616,0
2023-05-15 00:00:00,2447,West,Sports,12,40,493.88033030807793,0
2023-03-14 00:00:00,2026,West,Clothng,10,60,643.9093932303267,0
2024-08-18 00:00:00,2470,East,Clothing,15,60,902.2597780756646,1
2023-07-08 00:00:00,2967,north,Clothng,17,20,336.10183441740327,0
2024-02-27 00:00:00,1203,East,Sports,12,60,712.3757115649345,1
2024-12-10 00:00:00,1061,South,Beauty,17,100,1655.3173435477117,1
2023-06-16 00:00:00,2718,West,Beauty,17,20,329.1237762684479,0
2023-05-24 00:00:00,2066,north,Beauty,8,60,467.3324546493783,0
2023-05-19 00:00:00,2862,north,Clothng,7,60,429.05080477091593,0
invalid_date,2023,North,Beauty,16,40,594.7212975699881,0
2023-08-07 00:00:00,2920,,Electronics,3,60,193.05555436020433,0
2024-11-18 00:00:00,1721,South,Sports,5,150,729.9847231254827,1
2023-09-10 00:00:00,1650,,Home,17,20,399.9099454207258,0
2023-02-17 00:00:00,2597,West,Electronics,7,150,1008.598600970675,1
2024-01-07 00:00:00,2798,,Clothng,19,60,1110.3636598749517,1
2023-01-16 00:00:00,1255,,Sports,8,20,,0
2023-10-31 00:00:00,1284,North,Clothing,13,60,820.7066973121924,1
invalid_date,2097,East,Home,18,20,350.94529053057965,0
2024-05-30 00:00:00,1418,,Electronics,13,60,722.1595742462365,1
2023-07-31 00:00:00,1375,North,Beauty,3,150,418.26891781351327,0
2024-08-25 00:00:00,2912,north,Clothing,1,60,40.84116852908737,0
2023-05-10 00:00:00,1857,north,Sports,14,150,2108.638726789785,1
2023-01-03 00:00:00,2722,,Clothing,9,150,1396.4514673092572,1
2024-05-23 00:00:00,2153,South,Sports,17,100,1719.6405566473302,1
2023-03-23 00:00:00,2538,North,Clothing,4,20,71.77700087278755,0
2023-06-10 00:00:00,1949,South,Clothing,16,60,948.9610674545311,1
2023-08-30 00:00:00,2276,,Beauty,16,150,2349.8363590267886,1
2023-07-19 00:00:00,2920,East,Beauty,12,60,715.45905195643,1
2024-02-03 00:00:00,1207,West,Home,1,40,60.95451662086563,0
2024-04-19 00:00:00,1266,,Sports,10,100,977.7283728019061,1
2023-08-05 00:00:00,2382,East,Beauty,unknown,150,1189.8007910144495,1
2023-11-14 00:00:00,1021,,Clothing,14,100,1396.9163752434076,1
2024-03-20 00:00:00,2833,West,Clothng,7,20,145.25441728800433,0
2023-07-24 00:00:00,1994,East,Beauty,10,60,601.4097702342797,0
2024-06-27 00:00:00,1581,South,Sports,4,40,140.88922807336795,0
2024-06-22 00:00:00,1753,West,Sports,19,40,763.7399770758796,1
2023-09-20 00:00:00,1549,,Home,4,20,95.20714385423952,0
2024-04-02 00:00:00,1720,north,Sports,5,150,754.2052437952134,1
2024-02-03 00:00:00,1156,,Home,10,60,606.7767960537509,0
2024-07-03 00:00:00,2775,north,Home,13,20,268.08749929597167,0
invalid_date,2797,East,Electronics,17,100,1781.6439572667934,1
2024-03-09 00:00:00,2863,,Sports,12,40,482.61592556615705,0
2023-11-03 00:00:00,1512,north,Electronics,14,60,834.5777446878566,1
2024-02-27 00:00:00,2214,East,Clothng,5,20,99.05907500917702,0
2024-07-13 00:00:00,1539,North,Clothing,1,40,,0
2023-03-30 00:00:00,1396,,Home,unknown,100,877.4432248984112,1
2024-05-07 00:00:00,2280,North,Home,1,150,150.45205023089983,0
2024-06-28 00:00:00,2229,South,Sports,5,60,264.93637026497095,0
2024-03-14 00:00:00,2479,,Sports,12,100,1229.1652166104411,1
2024-08-05 00:00:00,2588,north,Electronics,13,60,739.5041595381281,1
2023-05-01 00:00:00,1661,South,Clothing,5,40,185.0142036428258,0
2023-09-30 00:00:00,2910,West,Sports,5,40,226.74449503968353,0
2023-12-20 00:00:00,1311,,Clothing,12,100,1201.6443520574765,1
2023-11-28 00:00:00,1504,North,Beauty,12,100,1175.2768489932143,1
2024-05-12 00:00:00,2881,North,Clothing,3,150,472.82367224886394,0
2024-01-24 00:00:00,2377,West,Electronics,14,60,818.6560130747371,1
2023-04-01 00:00:00,2960,South,Electronics,19,40,790.6993963917645,1
2024-11-12 00:00:00,2958,North,Clothng,2,40,51.1974009207149,0
2023-11-11 00:00:00,1587,,Home,11,100,1121.0092176747585,1
2023-03-31 00:00:00,1113,,Beauty,1,150,90.43314638610383,0
2024-04-20 00:00:00,2079,East,Electronics,15,40,583.2314632715568,0
2024-12-31 00:00:00,1946,South,Clothing,12,150,1788.0954112056986,1
2024-09-15 00:00:00,2360,north,Clothng,12,150,1791.7418321782193,1
2024-08-19 00:00:00,2787,South,Home,2,20,47.67386567948054,0
2023-08-30 00:00:00,2153,North,Clothng,3,20,29.39674009184537,0
2023-06-24 00:00:00,2660,,Electronics,17,100,1663.9764303851239,1
2023-05-21 00:00:00,1238,North,Beauty,10,60,,0
2024-07-01 00:00:00,1036,North,Clothng,16,150,2362.7154591792896,1
2023-11-27 00:00:00,2227,South,Electronics,18,60,1100.0029410315228,1
2023-07-17 00:00:00,2090,,Clothing,11,40,440.72222743981615,0
2023-06-02 00:00:00,2254,north,Beauty,5,60,302.2480489230416,0
2023-02-08 00:00:00,2041,West,Clothng,3,40,156.66504168694578,0
2024-05-07 00:00:00,2676,South,Beauty,unknown,150,898.9931599270769,1
2023-03-01 00:00:00,2898,West,Clothng,1,20,14.239472405682669,0
2024-03-04 00:00:00,1142,,Clothng,16,60,925.9319768628176,1
2023-06-19 00:00:00,1407,South,Sports,2,40,89.75435391122426,0
2023-07-27 00:00:00,2675,West,Electronics,9,150,1360.0880978118341,1
2024-04-22 00:00:00,1255,East,Clothing,17,60,1052.5059885391295,1
2023-09-08 00:00:00,2456,East,Clothing,10,20,192.72517620933013,0
2023-10-22 00:00:00,1830,,Beauty,19,60,,0
2024-05-03 00:00:00,2650,north,Electronics,2,20,70.57061751922707,0
2023-07-24 00:00:00,2091,West,Home,13,150,1899.4451698725604,1
2024-07-06 00:00:00,2158,West,Sports,17,100,1734.9347707885966,1
2023-12-06 00:00:00,2191,,Home,1,40,70.50045304209344,0
2024-08-13 00:00:00,2187,West,Clothng,18,60,1124.1242498615013,1
2023-08-11 00:00:00,2007,north,Clothng,9,100,878.5412962626801,1
2023-02-09 00:00:00,1045,,Electronics,18,100,1806.0312105633898,1
2024-10-20 00:00:00,1345,West,Electronics,11,60,637.8372175867592,0
2023-12-02 00:00:00,2160,South,Clothing,10,100,1007.6201409937134,1
2023-02-25 00:00:00,2360,South,Clothing,2,150,274.09264918126746,0
2024-01-06 00:00:00,2515,East,Clothng,13,150,1941.8561698508515,1
2023-05-05 00:00:00,2438,,Clothing,11,150,1678.6905928193373,1
2024-04-22 00:00:00,2432,,Sports,11,40,432.98950272449116,0
2024-06-26 00:00:00,2572,,Clothng,15,20,280.9825239489502,0
2023-08-16 00:00:00,1814,,Sports,17,100,1684.190647631989,1
2024-10-23 00:00:00,1180,West,Clothng,3,20,77.88106831136326,0
2024-06-28 00:00:00,2714,South,Clothng,8,60,488.23300427498367,0
2024-10-23 00:00:00,2615,north,Clothing,9,40,366.39556447324685,0
2024-02-23 00:00:00,1699,East,Beauty,15,100,1485.625270335929,1
2024-11-02 00:00:00,1725,,Clothng,18,150,2725.6743137704257,1
2024-03-30 00:00:00,1714,,Clothing,13,60,791.6833415708309,1
2024-12-18 00:00:00,1577,,Clothing,14,150,2072.0756539211043,1
2024-05-26 00:00:00,1577,East,Electronics,8,40,313.25918468830486,0
2024-03-09 00:00:00,2459,North,Clothing,5,40,200.2235418459998,0
2024-09-16 00:00:00,2518,South,Electronics,9,40,337.21498408944984,0
2024-12-07 00:00:00,1535,West,Electronics,1,60,72.01247694025848,0
2023-07-12 00:00:00,2769,West,Clothng,17,150,2546.088546521236,1
2023-06-04 00:00:00,1596,north,Home,7,150,1031.0825162331905,1
2023-03-21 00:00:00,1147,South,Electronics,11,20,228.86671739689433,0
2024-07-06 00:00:00,2538,,Electronics,3,20,95.17225438971266,0
2023-09-12 00:00:00,1547,East,Beauty,1,60,39.433638615230954,0
2023-07-08 00:00:00,2084,West,Home,2,40,123.96584671702169,0
2024-03-28 00:00:00,1034,north,Beauty,10,150,1545.4727788856458,1
2024-06-17 00:00:00,2263,,Beauty,12,100,1177.6248899092927,1
2024-06-17 00:00:00,1636,,Beauty,8,100,795.2404510536319,1
2023-05-10 00:00:00,1948,West,Electronics,1,150,167.0139671479502,0
2024-07-23 00:00:00,2553,North,Beauty,3,20,42.289604702694184,0
2023-03-19 00:00:00,1213,,Clothng,6,100,600.0602610272547,0
2023-03-10 00:00:00,2066,West,Sports,13,100,1289.0688175080732,1
2024-11-19 00:00:00,1199,East,Clothing,10,150,1480.8914735753954,1
invalid_date,1022,South,Beauty,5,100,477.9003489530188,0
2024-03-21 00:00:00,1871,north,Beauty,15,40,580.0347438318832,0
2023-02-18 00:00:00,2404,north,Clothng,1,20,59.1999675726767,0
2024-09-10 00:00:00,2283,North,Clothng,9,60,541.7176764798496,0
2023-07-13 00:00:00,1125,North,Sports,15,150,2205.474763658339,1
2023-05-03 00:00:00,2412,East,Sports,9,40,310.56676172739054,0
2024-03-04 00:00:00,1478,,Sports,7,100,733.3302451832697,1
2024-04-24 00:00:00,1491,,Electronics,1,20,33.16633401816924,0
2024-06-17 00:00:00,1723,North,Sports,5,20,148.67455357661996,0
2023-03-31 00:00:00,1917,South,Sports,unknown,60,144.32489795831628,0
2024-01-02 00:00:00,2883,,Home,7,20,99.76470136140264,0
2024-03-16 00:00:00,2069,West,Clothing,12,100,1212.5573121874306,1
2024-09-12 00:00:00,2200,West,Home,1,60,51.763399855728785,0
2023-04-20 00:00:00,1184,north,Electronics,15,40,615.27397860965,0
2023-12-24 00:00:00,1602,South,Clothing,9,40,317.81257799060097,0
2023-06-14 00:00:00,2082,north,Clothng,4,100,412.85134201490837,0
2023-12-11 00:00:00,1276,East,Sports,15,40,631.7578657847466,0
2023-05-18 00:00:00,2631,north,Beauty,1,100,133.02365822060762,0
2023-10-18 00:00:00,1188,West,Sports,14,150,2089.8989265585938,1
2023-04-10 00:00:00,1923,North,Clothng,12,20,245.69056981206344,0
2024-10-07 00:00:00,2316,West,Sports,7,60,434.4368970751885,0
2024-07-27 00:00:00,2967,,Sports,7,100,660.5592835090163,0
2024-07-11 00:00:00,2664,,Beauty,12,60,736.3491416252486,1
2024-02-04 00:00:00,2328,north,Electronics,5,40,200.70597962558477,0
2023-09-08 00:00:00,1209,West,Electronics,15,20,284.87554913689814,0
2024-12-30 00:00:00,2427,West,Clothing,6,100,611.5750333890254,0
2023-07-21 00:00:00,2255,East,Clothng,15,60,858.3469450791711,1
2023-05-26 00:00:00,2408,North,Sports,1,100,72.80768142933212,0
2024-12-31 00:00:00,2056,,Beauty,6,100,565.9444276099468,0
2023-08-22 00:00:00,2761,West,Sports,4,150,622.841917691858,0
2024-05-17 00:00:00,2774,,Beauty,4,100,448.3780462997747,0
2023-05-11 00:00:00,2171,North,Beauty,unknown,100,63.392040878503046,0
2024-04-03 00:00:00,2124,,Sports,18,150,2685.7132378172846,1
2024-07-19 00:00:00,1219,South,Home,14,100,1446.984771862985,1
2023-04-17 00:00:00,2264,,Clothng,11,100,1070.2334679023018,1
2023-11-14 00:00:00,1743,South,Sports,13,60,734.8694981945665,1
2023-06-22 00:00:00,1355,West,Clothng,18,20,349.0764458190577,0
2024-01-20 00:00:00,1714,,Sports,8,150,1185.2420992856491,1
2024-07-11 00:00:00,2517,north,Sports,14,60,814.9313168657959,1
2023-05-01 00:00:00,1185,north,Electronics,18,20,344.6503586252747,0
2024-11-20 00:00:00,1541,West,Clothng,12,100,1243.2127427146754,1
2023-11-21 00:00:00,2293,,Clothing,19,150,2877.9574262511396,1
2023-08-08 00:00:00,2721,East,Clothing,15,100,1482.637641835021,1
2023-03-04 00:00:00,2453,West,Sports,4,60,193.47119736026715,0
2024-07-18 00:00:00,1998,West,Home,7,40,293.8314356716104,0
2023-07-21 00:00:00,2375,north,Clothng,19,60,1153.1387509537703,1
2024-04-07 00:00:00,1517,South,Electronics,12,20,230.07531034633817,0
2024-07-04 00:00:00,1811,,Sports,1,60,77.35629097192032,0
2024-02-24 00:00:00,2977,West,Sports,6,150,881.684121540903,1
2023-11-25 00:00:00,2253,West,Home,8,40,347.35892151460837,0
2024-06-05 00:00:00,1495,North,Clothing,15,60,953.966807319968,1
2023-08-10 00:00:00,1271,north,Sports,11,60,705.0814890296476,1
2024-11-10 00:00:00,1155,South,Sports,5,60,337.2506398344683,0
2024-04-27 00:00:00,1394,,Electronics,16,40,617.1398388553881,0
2023-07-12 00:00:00,1033,North,Beauty,18,100,1749.7881375450932,1
2024-05-16 00:00:00,2208,West,Clothing,17,150,2517.4145267218937,1
2023-05-27 00:00:00,2459,South,Sports,11,40,476.48425623815996,0
2024-06-29 00:00:00,1910,West,Beauty,10,60,596.4903091933309,0
2023-02-01 00:00:00,1402,north,Beauty,13,100,1322.1082569765065,1
2024-02-27 00:00:00,1419,West,Clothng,16,100,1596.8416806807923,1
2024-07-23 00:00:00,2345,north,Beauty,19,40,753.7685401131417,1
2023-04-10 00:00:00,2590,West,Clothng,14,60,839.278718325932,1
invalid_date,2729,East,Clothing,8,150,1178.9678954991036,1
2024-08-20 00:00:00,2232,north,Electronics,1,20,12.5001224514845,0
2023-03-24 00:00:00,1326,West,Beauty,7,150,1030.4845447913196,1
2023-01-03 00:00:00,1202,West,Electronics,1,100,97.86018787152784,0
2024-03-25 00:00:00,1856,north,Sports,6,150,888.496043694722,1
2023-09-03 00:00:00,1709,,Sports,14,150,2081.6248664074797,1
2023-11-03 00:00:00,2102,West,Electronics,4,150,641.3603253918876,0
2024-03-25 00:00:00,1862,West,Clothing,14,100,1422.015606197447,1
2024-11-30 00:00:00,1765,South,Electronics,9,40,389.2162916658334,0
2024-10-18 00:00:00,1172,North,Sports,4,20,83.09063186005818,0
2024-02-07 00:00:00,1276,West,Clothing,11,60,627.4288931052241,0
2024-07-26 00:00:00,1100,,Electronics,18,150,2693.8240813883203,1
2023-07-11 00:00:00,1932,north,Electronics,17,20,330.8090556544917,0
2024-07-13 00:00:00,1929,South,Beauty,1,60,100.28089462177823,0
2024-07-08 00:00:00,2287,,Sports,12,40,473.1237157204272,0
2023-06-24 00:00:00,1303,North,Beauty,15,40,626.235382468217,0
2023-06-29 00:00:00,1034,,Electronics,11,40,375.2226132784689,0
2024-07-11 00:00:00,2547,East,Beauty,11,20,227.30057589835755,0
2024-05-23 00:00:00,2485,North,Clothing,4,20,140.17638948845865,0
2024-01-31 00:00:00,2310,North,Electronics,1,100,116.48579166955406,0
2024-10-17 00:00:00,2116,north,Clothing,3,40,83.09735685705594,0
2023-07-18 00:00:00,2067,,Home,10,20,206.0082792474716,0
2023-01-21 00:00:00,1201,South,Clothing,15,20,335.5206936466653,0
2024-08-27 00:00:00,1688,North,Clothng,14,40,576.7141258303715,0
2024-08-29 00:00:00,1308,,Clothing,10,150,1466.728252008869,1
2023-07-30 00:00:00,1799,,Electronics,7,40,297.8115350664782,0
2023-06-26 00:00:00,2417,north,Electronics,8,150,,0
2023-02-25 00:00:00,1928,North,Clothng,17,60,1015.5866034075184,1
2023-11-09 00:00:00,2839,West,Home,8,60,460.6072053653025,0
2023-11-03 00:00:00,2027,north,Clothing,11,150,1646.3018262838818,1
2024-11-05 00:00:00,1129,north,Clothing,8,60,501.3431942187219,0
2024-11-16 00:00:00,1994,North,Clothng,4,20,71.90783243982638,0
2024-04-23 00:00:00,1444,North,Home,9,150,1285.7137674335893,1
2023-03-10 00:00:00,2542,,Home,2,150,302.31834144229896,0
2023-03-13 00:00:00,2839,north,Clothing,14,60,803.3141739276026,1
2023-12-21 00:00:00,2118,,Clothng,18,60,1120.898464813015,1
2024-06-01 00:00:00,2689,West,Beauty,6,100,625.3025201953168,0
2023-12-02 00:00:00,1311,West,Clothng,2,20,10.456322489585833,0
2024-12-15 00:00:00,1634,West,Clothing,9,20,165.56882780004028,0
2023-03-20 00:00:00,1696,West,Electronics,2,150,267.8807694873607,0
2023-04-16 00:00:00,2156,North,Clothing,7,60,418.5861296043912,0
2024-09-03 00:00:00,2827,South,Electronics,18,20,413.72146652824125,0
2023-12-07 00:00:00,2480,West,Beauty,9,100,893.3637334387959,1
2023-09-14 00:00:00,2401,north,Electronics,19,60,1157.0826307014381,1
2023-05-08 00:00:00,1882,,Electronics,16,40,610.3667297011317,0
2023-04-10 00:00:00,2985,,Clothing,8,100,,0
2024-07-04 00:00:00,2220,,Sports,7,150,1082.3341518169125,1
2024-11-04 00:00:00,2791,East,Clothing,15,40,597.6404454263829,0
2024-06-30 00:00:00,1980,,Beauty,4,20,65.03393855789682,0
2024-11-05 00:00:00,2203,North,Beauty,9,150,1349.0086312704952,1
2024-04-28 00:00:00,2765,East,Clothng,3,20,57.989881987364036,0
2023-09-03 00:00:00,2036,East,Electronics,11,20,212.93057353660365,0
2023-02-20 00:00:00,2603,South,Clothing,1,150,168.13510641581502,0
2024-01-22 00:00:00,1151,South,Clothing,18,20,374.9307003866174,0
2024-04-20 00:00:00,1578,North,Home,14,100,1405.2733775882484,1
